cod_mun|DAS_pagos|qtd_optantes|adimplencia|inadimplencia|uf|qtd_populacao_estimada|nm_municipio|vlr_adic_bruto_agropecuaria|vlr_adic_bruto_industria|vlr_adic_bruto_servicos|vlr_adic_bruto_administracao|vlr_adic_bruto_total|impostos_liquidos_sobre_produtos|pib|pib_per_capita|atividade_maior_vlr_adic_bruto|atividade_2maior_vlr_adic_bruto|atividade_3maior_vlr_adic_bruto
4125902|51|78|0.65|0.35|PR|2289|São Pedro do Paraná|14418|11107|18883|16781|61189|4547|65736|28116.46|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
4126009|253|475|0.53|0.47|PR|8859|São Sebastião da Amoreira|59364|8966|73211|42073|183615|12221|195836|22135.84|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4126108|224|283|0.79|0.21|PR|5750|São Tomé|44829|14045|38123|31759|128755|9445|138200|24275.48|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4126207|298|410|0.73|0.27|PR|6722|Sapopema|30207|10628|27889|32307|101032|6669|107701|15953.41|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
4126256|4471|7925|0.56|0.44|PR|97803|Sarandi|90258|168282|803851|399128|1461519|126208|1587727|16617.93|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
4126272|207|330|0.63|0.37|PR|5539|Saudade do Iguaçu|34075|668777|36877|43175|782905|10104|793009|145266.27|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4126306|521|643|0.81|0.19|PR|19385|Sengés|67861|142297|120831|86756|417746|40057|457803|23760.98|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4126355|162|264|0.61|0.39|PR|4477|Serranópolis do Iguaçu|98483|7379|48369|28631|182862|11608|194470|43091.07|Agricultura, inclusive apoio à agricultura e a pós colheita|Pecuária, inclusive apoio à pecuária|Demais serviços
4126405|431|499|0.86|0.14|PR|5216|Sertaneja|109889|17609|103956|33270|264724|21094|285818|53374.10|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
4126504|684|931|0.73|0.27|PR|16413|Sertanópolis|115638|114141|305775|82420|617974|69042|687016|42088.82|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Comércio e reparação de veículos automotores e motocicletas
4126603|793|1074|0.74|0.26|PR|21249|Siqueira Campos|60662|103730|237979|90218|492589|48896|541485|26060.49|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
4126652|41|80|0.51|0.49|PR|2930|Sulina|42710|2932|22758|19776|88175|4960|93135|30707.35|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4126678|245|414|0.59|0.41|PR|15040|Tamarana|111747|28709|80437|65022|285914|17965|303880|20888.07|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4126702|259|330|0.78|0.22|PR|5158|Tamboara|32260|18931|32747|25690|109628|15494|125122|24630.39|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
4126801|448|760|0.59|0.41|PR|16345|Tapejara|67864|112963|158899|80650|420377|31717|452094|28146.78|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
4126900|185|307|0.60|0.40|PR|5495|Tapira|39185|10118|42470|28135|119908|9136|129044|23109.60|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
4127007|226|401|0.56|0.44|PR|12567|Teixeira Soares|196613|23697|84216|56512|361038|18599|379637|31212.48|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4127106|1912|3392|0.56|0.44|PR|79792|Telêmaco Borba|169781|1700150|972197|351949|3194076|237517|3431594|43918.78|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4127205|558|830|0.67|0.33|PR|17200|Terra Boa|99619|109065|161380|78782|448846|37019|485866|28607.25|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
4127304|519|690|0.75|0.25|PR|16924|Terra Rica|69572|55931|123570|79117|328190|20770|348960|20956.04|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
4127403|915|1451|0.63|0.37|PR|17522|Terra Roxa|209389|74454|254743|83460|622045|55753|677798|38866.78|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
4127502|616|836|0.74|0.26|PR|20607|Tibagi|457094|43161|238202|106551|845009|51614|896623|43874.69|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4127601|737|1032|0.71|0.29|PR|17084|Tijucas do Sul|72837|16867|134290|77925|301919|22968|324887|19517.42|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
4127700|5881|8846|0.66|0.34|PR|142645|Toledo|495213|1595918|2772590|661203|5524924|634335|6159259|44448.08|Demais serviços|Indústrias de transformação|Comércio e reparação de veículos automotores e motocicletas
4127809|287|480|0.60|0.40|PR|7807|Tomazina|85823|16309|52740|37089|191961|7998|199959|24895.33|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4127858|419|485|0.86|0.14|PR|12038|Três Barras do Paraná|117213|33457|87732|61183|299585|19031|318617|26456.58|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4127882|122|289|0.42|0.58|PR|9022|Tunas do Paraná|18942|14552|32520|36229|102242|7930|110172|12947.67|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
4127908|198|320|0.62|0.38|PR|8533|Tuneiras do Oeste|88449|11105|51328|41622|192504|8673|201176|23395.33|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4127957|596|703|0.85|0.15|PR|8109|Tupãssi|111072|20999|136765|43538|312374|30393|342767|42171.14|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
4127965|499|818|0.61|0.39|PR|13095|Turvo|79503|157047|106914|63877|407340|34883|442223|33150.16|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4128005|968|1205|0.80|0.20|PR|20909|Ubiratã|205177|141670|397827|110381|855055|91823|946877|44835.33|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
4128104|4084|6184|0.66|0.34|PR|112500|Umuarama|108811|438093|2040227|475340|3062470|328148|3390618|30659.36|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
4128203|2239|3604|0.62|0.38|PR|57913|União da Vitória|56298|328842|793688|261128|1439957|140816|1580773|27678.96|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
4128302|56|124|0.45|0.55|PR|2614|Uniflor|25185|3405|16389|16946|61925|2829|64755|24953.64|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4128401|442|650|0.68|0.32|PR|11273|Uraí|72770|38682|106799|48179|266431|17518|283948|25004.27|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
4128500|524|908|0.58|0.42|PR|19386|Wenceslau Braz|79557|43262|297476|84950|505245|51877|557122|28652.64|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
4128534|250|352|0.71|0.29|PR|12088|Ventania|80846|15480|65198|51963|213487|15490|228977|19565.69|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4128559|471|599|0.79|0.21|PR|8454|Vera Cruz do Oeste|107289|10239|84184|40538|242250|14750|257001|29918.57|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4128609|202|281|0.72|0.28|PR|7174|Verê|86896|33336|109627|37133|266992|26064|293057|39915.08|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
4128625|113|154|0.73|0.27|PR|2685|Alto Paraíso|38305|7857|22078|22814|91055|5321|96376|34432.22|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4128633|104|107|0.97|0.03|PR|5552|Doutor Ulysses|19746|2322|11530|27093|60692|1633|62325|11111.58|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
4128658|100|155|0.65|0.35|PR|4022|Virmond|48630|18291|30330|22408|119659|7994|127653|31730.81|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4128708|392|577|0.68|0.32|PR|6859|Vitorino|100312|24894|167892|35133|328231|32230|360460|52876.69|Comércio e reparação de veículos automotores e motocicletas|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
4128807|133|191|0.70|0.30|PR|5630|Xambrê|33900|4886|24647|26674|90107|5026|95133|16608.35|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
4200051|68|96|0.71|0.29|SC|2548|Abdon Batista|22878|3270|15414|18900|60462|2720|63182|24517.73|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
4200101|511|742|0.69|0.31|SC|17960|Abelardo Luz|212675|88601|256935|88935|647146|50822|697968|39108.44|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
4200200|574|725|0.79|0.21|SC|11013|Agrolândia|34608|59019|84109|51828|229564|19190|248754|23224.16|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
4200309|212|237|0.89|0.11|SC|5509|Agronômica|49062|27505|41736|27634|145937|12354|158292|29394.91|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4200408|224|345|0.65|0.35|SC|7152|Água Doce|116147|25544|97766|41035|280491|30025|310517|43501.90|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Pecuária, inclusive apoio à pecuária
4200507|196|277|0.71|0.29|SC|6515|Águas de Chapecó|32309|7672|30072|29227|99280|4279|103559|16043.25|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
4200556|129|184|0.70|0.30|SC|2354|Águas Frias|18962|20717|31673|15744|87095|11666|98762|41531.37|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
4200606|279|421|0.66|0.34|SC|6559|Águas Mornas|44347|18843|59867|31468|154525|9965|164491|25790.35|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
4200705|290|398|0.73|0.27|SC|10086|Alfredo Wagner|103920|13947|86229|44078|248174|11348|259522|25993.75|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4200754|63|80|0.79|0.21|SC|1926|Alto Bela Vista|17852|6692|13305|15142|52991|2920|55910|28701.32|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
4200804|197|271|0.73|0.27|SC|5557|Anchieta|34877|18574|42109|30525|126086|8416|134503|23510.34|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
4200903|231|235|0.98|0.02|SC|4743|Angelina|42489|9674|29328|26338|107829|4265|112094|23064.55|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4201000|260|312|0.83|0.17|SC|6957|Anita Garibaldi|36726|8714|51484|42611|139535|6421|145956|19958.45|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
4201109|120|144|0.83|0.17|SC|3228|Anitápolis|14477|4913|16767|18309|54466|2612|57078|17638.39|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
4201208|356|483|0.74|0.26|SC|8613|Antônio Carlos|161936|207988|183378|47990|601291|54817|656109|78006.01|Demais serviços|Indústrias de transformação|Agricultura, inclusive apoio à agricultura e a pós colheita
4201257|385|566|0.68|0.32|SC|10848|Apiúna|13165|155828|120985|55940|345919|69613|415532|39068.46|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
4201273|116|159|0.73|0.27|SC|4267|Arabutã|48303|22542|32361|25383|128589|9025|137614|32258.33|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
4201307|1379|2569|0.54|0.46|SC|39524|Araquari|52136|1620019|985749|190599|2848502|1302689|4151191|113080.67|Indústrias de transformação|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
