cod_mun|DAS_pagos|qtd_optantes|adimplencia|inadimplencia|uf|qtd_populacao_estimada|nm_municipio|vlr_adic_bruto_agropecuaria|vlr_adic_bruto_industria|vlr_adic_bruto_servicos|vlr_adic_bruto_administracao|vlr_adic_bruto_total|impostos_liquidos_sobre_produtos|pib|pib_per_capita|atividade_maior_vlr_adic_bruto|atividade_2maior_vlr_adic_bruto|atividade_3maior_vlr_adic_bruto
3303302|21500|41460|0.52|0.48|RJ|515317|Niterói|19078|16533541|17333081|4059836|37945535|2411144|40356679|78854.60|Demais serviços|Indústrias extrativas|Administração, defesa, educação e saúde públicas e seguridade social
3303401|10135|15245|0.66|0.34|RJ|191158|Nova Friburgo|102033|610882|2680864|1346451|4740230|474823|5215052|27435.52|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3303500|21849|62124|0.35|0.65|RJ|823302|Nova Iguaçu|7596|1324870|8639527|5321289|15293282|1525321|16818603|20538.67|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3303609|1101|2727|0.40|0.60|RJ|52683|Paracambi|3174|133470|385716|353707|876067|98005|974072|18799.04|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Indústrias de transformação
3303708|2065|3716|0.56|0.44|RJ|44518|Paraíba do Sul|46931|121283|394691|320167|883072|110715|993787|22562.99|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3303807|2586|4603|0.56|0.44|RJ|43680|Paraty|30404|1155405|973539|360465|2519813|99705|2619518|61447.75|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3303856|1285|2058|0.62|0.38|RJ|27858|Paty do Alferes|39619|43580|190100|212692|485991|56666|542657|19606.08|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3303906|15269|28367|0.54|0.46|RJ|306678|Petrópolis|54270|2797775|6094566|2187745|11134356|1538281|12672637|41456.25|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3303955|765|1892|0.40|0.60|RJ|25364|Pinheiral|4305|117186|192041|186864|500396|41643|542039|21732.84|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Indústrias de transformação
3304003|911|1697|0.54|0.46|RJ|29545|Piraí|13252|904218|453264|261021|1631754|220847|1852601|63885.00|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Indústrias de transformação|Demais serviços
3304102|763|1468|0.52|0.48|RJ|18960|Porciúncula|31937|22141|122299|145306|321683|28378|350061|18689.85|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3304110|770|1400|0.55|0.45|RJ|19974|Porto Real|5962|818104|796149|201070|1821286|1034923|2856209|147371.58|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3304128|651|1068|0.61|0.39|RJ|14435|Quatis|12676|16366|99418|114191|242651|22327|264979|18706.57|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3304144|3517|10269|0.34|0.66|RJ|151335|Queimados|2696|510165|1658211|1021876|3192949|396882|3589831|24050.05|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3304151|659|1494|0.44|0.56|RJ|25126|Quissamã|21900|1451100|661373|291767|2426139|45290|2471430|101931.44|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3304201|5427|11157|0.49|0.51|RJ|132312|Resende|35422|1693768|3280535|1013120|6022845|2403138|8425983|64649.16|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3304300|1947|3437|0.57|0.43|RJ|60573|Rio Bonito|19262|249237|800167|452208|1520875|139320|1660195|27755.96|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Construção
3304409|942|1392|0.68|0.32|RJ|18605|Rio Claro|67988|14701|95418|163480|341587|59963|401550|21763.04|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
3304508|374|684|0.55|0.45|RJ|9344|Rio das Flores|11225|39766|50780|87661|189431|15883|205314|22263.47|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Construção
3304524|5293|13902|0.38|0.62|RJ|155193|Rio das Ostras|8562|4166175|2868104|1190241|8233082|349479|8582561|58789.09|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3304557|241010|557019|0.43|0.57|RJ|6747815|Rio de Janeiro|86011|36657075|184727809|50192408|271663304|92388755|364052058|54426.08|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3304607|409|607|0.67|0.33|RJ|10392|Santa Maria Madalena|15502|7548|47273|94327|164650|16771|181421|17415.87|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
3304706|2312|3479|0.66|0.34|RJ|42594|Santo Antônio de Pádua|36514|190789|457859|303312|988475|98468|1086943|25660.26|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3304755|1185|2133|0.56|0.44|RJ|42210|São Francisco de Itabapoana|215080|85670|242305|326130|869185|154155|1023340|24249.19|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3304805|1264|1892|0.67|0.33|RJ|38710|São Fidélis|36485|58932|267344|278420|641181|54000|695181|17997.75|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3304904|28907|67880|0.43|0.57|RJ|1091737|São Gonçalo|60566|2076698|8372606|6598974|17108844|1392452|18501296|17167.60|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3305000|1311|2310|0.57|0.43|RJ|36423|São João da Barra|38018|4223460|2252843|401797|6916118|287624|7203742|199339.81|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3305109|12087|34773|0.35|0.65|RJ|472906|São João de Meriti|1199|445235|5108141|2956462|8511037|797646|9308683|19726.47|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3305133|329|430|0.77|0.23|RJ|7206|São José de Ubá|52665|10342|47038|62180|172226|32630|204855|28715.35|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
3305158|1120|1671|0.67|0.33|RJ|21916|São José do Vale do Rio Preto|115164|29915|125830|167999|438908|93205|532113|24555.29|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
3305208|4164|8657|0.48|0.52|RJ|106049|São Pedro da Aldeia|30402|184069|1122817|708707|2045995|243296|2289291|22259.41|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3305307|288|563|0.51|0.49|RJ|9387|São Sebastião do Alto|33647|8651|45415|88568|176281|27043|203323|21801.76|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3305406|1154|1600|0.72|0.28|RJ|18249|Sapucaia|44572|73496|337553|149945|605566|130961|736527|40457.40|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3305505|3730|7426|0.50|0.50|RJ|90583|Saquarema|17581|1029895|1235193|635408|2918077|173012|3091089|35244.56|Demais serviços|Indústrias extrativas|Administração, defesa, educação e saúde públicas e seguridade social
3305554|2017|5063|0.40|0.60|RJ|83092|Seropédica|13330|692496|2585154|599143|3890123|572154|4462277|51442.50|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
3305604|716|1300|0.55|0.45|RJ|21774|Silva Jardim|32532|65929|126973|199412|424846|40857|465703|21389.03|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Construção
3305703|672|1056|0.64|0.36|RJ|15667|Sumidouro|131695|17699|81659|124902|355956|92012|447968|28758.27|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
3305752|991|1905|0.52|0.48|RJ|34610|Tanguá|6830|40747|215858|252304|515739|34633|550372|16249.55|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3305802|7872|14148|0.56|0.44|RJ|184240|Teresópolis|287621|490586|2572981|1274342|4625530|530376|5155905|28503.62|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3305901|321|638|0.50|0.50|RJ|10640|Trajano de Moraes|19880|8690|53816|94465|176851|18947|195798|18452.36|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3306008|3217|6488|0.50|0.50|RJ|82142|Três Rios|9472|1190730|1617470|615401|3433074|523527|3956601|48575.26|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3306107|2873|5211|0.55|0.45|RJ|76869|Valença|37231|839163|903204|523840|2303438|261398|2564836|33675.61|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3306156|425|708|0.60|0.40|RJ|11106|Varre-Sai|23749|12169|55488|91344|182750|4283|187033|17174.75|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3306206|1189|2365|0.50|0.50|RJ|37083|Vassouras|20858|121517|478107|280188|900671|76515|977186|26624.86|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3306305|8778|18072|0.49|0.51|RJ|273988|Volta Redonda|4919|4339385|5380445|2011457|11736205|2028684|13764889|50606.58|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3500105|1556|1795|0.87|0.13|SP|35111|Adamantina|35510|131611|655890|177739|1000751|83655|1084405|30962.66|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3500204|186|295|0.63|0.37|SP|3554|Adolfo|22647|11020|33366|22194|89227|3147|92374|25867.75|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3500303|1381|2037|0.68|0.32|SP|36648|Aguaí|81936|314195|361395|128003|885529|122658|1008187|28041.03|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3500402|357|487|0.73|0.27|SP|8221|Águas da Prata|9984|19333|91831|32801|153949|14356|168305|20683.88|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3500501|1367|1840|0.74|0.26|SP|18808|Águas de Lindóia|4870|37780|325597|89096|457343|34179|491522|26427.34|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3500550|272|443|0.61|0.39|SP|6109|Águas de Santa Bárbara|50437|9780|64286|34091|158594|8237|166830|27620.94|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3500600|310|423|0.73|0.27|SP|3521|Águas de São Pedro|0|10763|96792|21329|128883|7063|135947|40220.90|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3500709|1994|3251|0.61|0.39|SP|37401|Agudos|76596|927746|698060|177012|1879413|323937|2203350|59513.01|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3500758|150|296|0.51|0.49|SP|6129|Alambari|30973|7398|31982|25509|95862|4635|100497|16981.63|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
3500808|159|194|0.82|0.18|SP|4184|Alfredo Marcondes|5031|13695|29083|20358|68166|15206|83373|20104.35|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3500907|82|161|0.51|0.49|SP|4186|Altair|49937|5356|26116|21698|103107|3726|106833|25842.48|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3501004|703|1210|0.58|0.42|SP|16203|Altinópolis|148080|18674|235716|67168|469638|28085|497723|30792.08|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3501103|137|138|0.99|0.01|SP|4088|Alto Alegre|32914|10186|35518|22688|101305|6407|107712|26207.29|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3501152|433|969|0.45|0.55|SP|18767|Alumínio|901|1019462|442604|88406|1551373|553732|2105105|113887.93|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Indústrias de transformação|Demais serviços
3501202|86|136|0.63|0.37|SP|3647|Álvares Florence|62758|4836|28580|20770|116944|2752|119696|32245.70|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3501301|819|1383|0.59|0.41|SP|24998|Álvares Machado|16093|100751|256013|98416|471273|59445|530718|21374.06|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3501400|59|119|0.50|0.50|SP|5274|Álvaro de Carvalho|6328|2614|18317|20871|48130|1757|49886|9632.45|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3501509|104|206|0.50|0.50|SP|3237|Alvinlândia|14523|3757|16305|16447|51032|874|51906|16190.38|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3501608|10025|16206|0.62|0.38|SP|242018|Americana|8833|2835213|5897598|985881|9727525|1604884|11332408|47793.48|Demais serviços|Indústrias de transformação|Comércio e reparação de veículos automotores e motocicletas
3501707|1403|2063|0.68|0.32|SP|41032|Américo Brasiliense|16766|303903|399646|150140|870455|88981|959435|24008.70|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3501806|220|258|0.85|0.15|SP|5981|Américo de Campos|41925|4507|40805|27250|114487|3245|117732|19767.04|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3501905|3265|4843|0.67|0.33|SP|72677|Amparo|76338|1931615|1614061|301017|3923030|723479|4646510|64804.88|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3502002|173|269|0.64|0.36|SP|5056|Analândia|32738|59867|54169|31432|178206|5787|183994|37298.53|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3502101|2153|3607|0.60|0.40|SP|57202|Andradina|99993|406638|1029211|238115|1773957|148529|1922486|33661.69|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3502200|756|1211|0.62|0.38|SP|25479|Angatuba|139757|304750|382204|105384|932094|76318|1008412|40386.56|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3502309|236|421|0.56|0.44|SP|6819|Anhembi|73715|25047|41777|32282|172821|7065|179886|27144.44|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3502408|165|264|0.62|0.38|SP|4144|Anhumas|25171|5774|21400|20043|72389|2436|74825|18317.06|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
3502507|1523|2735|0.56|0.44|SP|36185|Aparecida|1512|43174|839747|146186|1030619|52154|1082773|29969.65|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3502606|113|161|0.70|0.30|SP|4158|Aparecida d'Oeste|26077|34433|39826|20610|120945|7624|128569|30365.95|Demais serviços|Indústrias de transformação|Agricultura, inclusive apoio à agricultura e a pós colheita
3502705|743|1621|0.46|0.54|SP|24226|Apiaí|108332|138625|211151|94383|552491|42197|594687|24247.23|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Indústrias de transformação
3502754|680|1292|0.53|0.47|SP|22860|Araçariguama|1178|901461|1671907|116826|2691373|579486|3270859|149668.66|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação
3502804|8962|15509|0.58|0.42|SP|198129|Araçatuba|109039|1148211|4784946|681473|6723668|625753|7349421|37521.17|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
3502903|1444|2325|0.62|0.38|SP|34776|Araçoiaba da Serra|21195|229311|395295|133253|779055|82926|861982|25731.56|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3503000|180|255|0.71|0.29|SP|5655|Aramina|27689|5008|62271|23065|118033|8575|126608|22669.33|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3503109|161|380|0.42|0.58|SP|6365|Arandu|39403|6090|38613|29489|113596|3984|117579|18522.28|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3503158|128|172|0.74|0.26|SP|2460|Arapeí|1751|1626|11955|14357|29689|1015|30704|12390.56|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3503208|8679|15133|0.57|0.43|SP|238339|Araraquara|92963|1691653|5591594|1003151|8379360|1029754|9409114|40253.93|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação
3503307|4960|8113|0.61|0.39|SP|135506|Araras|102408|1365753|2912399|553300|4933860|631278|5565138|41863.92|Demais serviços|Indústrias de transformação|Comércio e reparação de veículos automotores e motocicletas
3503356|54|75|0.72|0.28|SP|1773|Arco-Íris|21884|5855|10907|12949|51595|1420|53015|29273.95|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
3503406|400|493|0.81|0.19|SP|8613|Arealva|68028|14517|99796|34653|216993|13795|230788|27135.55|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3503505|209|291|0.72|0.28|SP|3896|Areias|4859|1275|15233|20163|41529|1598|43128|11126.84|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
3503604|319|539|0.59|0.41|SP|11158|Areiópolis|25747|11397|57954|42396|137494|5508|143002|12884.23|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3503703|273|462|0.59|0.41|SP|9761|Ariranha|21245|193090|314515|41534|570385|158198|728583|76108.12|Indústrias de transformação|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3503802|1813|2756|0.66|0.34|SP|55340|Artur Nogueira|113925|197633|549745|194738|1056041|128229|1184269|22156.59|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3503901|2389|4994|0.48|0.52|SP|91157|Arujá|24321|943418|3808517|366045|5142301|1013113|6155414|69588.09|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação
3503950|53|104|0.51|0.49|SP|1818|Aspásia|10855|1793|9868|11719|34236|970|35205|19290.58|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
3504008|4703|7817|0.60|0.40|SP|105087|Assis|46341|544811|2043500|395939|3030592|332744|3363336|32443.96|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
3504107|7569|11746|0.64|0.36|SP|144088|Atibaia|162829|1827296|3409763|592132|5992019|1148385|7140404|50498.62|Demais serviços|Indústrias de transformação|Comércio e reparação de veículos automotores e motocicletas
3504206|920|1120|0.82|0.18|SP|15253|Auriflama|23372|38187|164652|61839|288049|16761|304811|20155.43|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3504305|124|209|0.59|0.41|SP|5436|Avaí|164244|10068|62381|26843|263536|8372|271908|50644.08|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3504404|265|539|0.49|0.51|SP|13859|Avanhandava|34995|101048|106525|52820|295388|24078|319465|23782.13|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3504503|3338|6176|0.54|0.46|SP|91232|Avaré|119567|482741|1533104|369711|2505122|232038|2737161|30391.62|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
3504602|1044|1616|0.65|0.35|SP|17761|Bady Bassitt|11719|36176|204454|71524|323874|29547|353421|20504.81|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3504701|49|107|0.46|0.54|SP|5934|Balbinos|14707|5326|12349|23367|55749|1814|57563|10405.42|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
3504800|402|654|0.61|0.39|SP|9139|Bálsamo|26725|25469|98292|36223|186709|16331|203040|22575.02|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3504909|396|580|0.68|0.32|SP|10993|Bananal|6752|32807|87511|46592|173662|10892|184554|16937.75|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Construção
3505005|129|176|0.73|0.27|SP|3498|Barão de Antonina|14068|2500|17543|17663|51774|1501|53276|15482.60|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3505104|131|343|0.38|0.62|SP|7468|Barbosa|15706|7220|39502|28666|91094|3817|94911|12939.48|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3505203|1380|2175|0.63|0.37|SP|35558|Bariri|53788|282602|554074|142947|1033411|126788|1160199|33185.53|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3505302|1533|2472|0.62|0.38|SP|36126|Barra Bonita|16371|368604|636457|149026|1170458|112074|1282532|35500.64|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3505351|161|212|0.76|0.24|SP|5760|Barra do Chapéu|32535|3397|18623|24158|78713|2504|81216|14278.54|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
3505401|204|392|0.52|0.48|SP|7632|Barra do Turvo|3327|4871|40065|35624|83887|7133|91020|11840.74|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3505500|3975|7124|0.56|0.44|SP|122833|Barretos|190091|1193448|2548345|521552|4453436|405933|4859369|40046.22|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3505609|817|1388|0.59|0.41|SP|33180|Barrinha|22469|83370|253678|123152|482668|34988|517656|15960.29|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Construção
3505708|9943|20188|0.49|0.51|SP|276982|Barueri|319|4525241|30068622|1844660|36438842|14127802|50566644|186382.33|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação
3505807|775|1166|0.66|0.34|SP|20953|Bastos|431963|108312|282323|85205|907803|51722|959525|45791.98|Pecuária, inclusive apoio à pecuária|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3505906|2571|3948|0.65|0.35|SP|62980|Batatais|128089|221976|865557|240525|1456146|133922|1590068|25636.34|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3506003|19243|34145|0.56|0.44|SP|379297|Bauru|46896|2641158|9163827|1430661|13282542|1359519|14642061|39121.44|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Construção
3506102|2528|4242|0.60|0.40|SP|77555|Bebedouro|94929|450709|2028481|334260|2908379|436173|3344551|43191.17|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação
3506201|91|123|0.74|0.26|SP|3005|Bento de Abreu|34274|61079|40825|18524|154701|12846|167547|56699.61|Indústrias de transformação|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3506300|357|583|0.61|0.39|SP|11158|Bernardino de Campos|25258|40163|94821|44581|204824|15435|220259|19777.19|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3506359|2775|4706|0.59|0.41|SP|64723|Bertioga|5675|177572|1040199|371543|1594989|95607|1690596|27384.29|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3506409|418|551|0.76|0.24|SP|8117|Bilac|56993|8397|86280|32428|184098|8944|193041|24284.98|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3506508|5194|8229|0.63|0.37|SP|124883|Birigui|52355|630094|1864875|473614|3020938|315632|3336570|27268.69|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3506607|1008|1815|0.56|0.44|SP|32936|Biritiba Mirim|280871|39589|228394|115046|663899|23703|687603|21320.35|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3506706|295|605|0.49|0.51|SP|15018|Boa Esperança do Sul|86293|21127|121809|63419|292647|16837|309484|20877.23|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3506805|414|611|0.68|0.32|SP|12452|Bocaina|33781|26456|91259|50629|202126|15340|217466|17819.21|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3506904|470|763|0.62|0.38|SP|11921|Bofete|33781|27473|68836|47331|177420|9696|187116|16223.00|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias extrativas
3507001|2211|3865|0.57|0.43|SP|62170|Boituva|20386|712120|1023200|264472|2020178|361339|2381517|39829.36|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3507100|977|1717|0.57|0.43|SP|25985|Bom Jesus dos Perdões|8012|310372|357179|99421|774984|133444|908428|36485.98|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3507159|92|180|0.51|0.49|SP|3984|Bom Sucesso de Itararé|5794|14263|21090|18932|60079|2581|62660|15972.41|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias extrativas
3507209|28|51|0.55|0.45|SP|838|Borá|12534|26673|17697|8332|65236|5654|70890|84796.15|Indústrias de transformação|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3507308|216|331|0.65|0.35|SP|4868|Boracéia|18508|191057|113683|23141|346389|36783|383172|80228.55|Indústrias de transformação|Demais serviços|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação
3507407|723|1088|0.66|0.34|SP|16164|Borborema|81572|26898|171703|66874|347049|25197|372245|23374.91|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
